recoveredCode;date;recoveredQuantity;recoveredTotalQuantity;nameCountry;nameDataset
Recovered-001715;2020-04-24;4;25;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001716;2020-04-23;15;425;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001717;2020-04-23;21;191;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001718;2020-04-23;21;120;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001719;2020-04-23;5;25;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001720;2020-04-23;1;48;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001721;2020-04-23;49;359;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001722;2020-04-23;63;256;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001723;2020-04-23;8;52;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001724;2020-04-23;5;266;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001725;2020-04-23;3;18;Libia;recovered_cases_africa_ncov_2020-06-16
Recovered-001726;2020-04-23;151;1355;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001727;2020-04-23;5;11;Eritrea;recovered_cases_africa_ncov_2020-06-16
Recovered-001728;2020-04-23;418;1473;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001729;2020-04-23;3;87;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001730;2020-04-23;26;456;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001731;2020-04-23;3;59;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001732;2020-04-23;273;668;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001733;2020-04-23;16;89;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001734;2020-04-23;1;46;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-001735;2020-04-23;2;37;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001736;2020-04-23;6;8;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001737;2020-04-23;4;77;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001738;2020-04-23;6;73;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001739;2020-04-23;69;252;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001740;2020-04-23;1;7;Namibia;recovered_cases_africa_ncov_2020-06-16
Recovered-001741;2020-04-23;4;10;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001742;2020-04-23;13;430;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001743;2020-04-23;4;257;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001744;2020-04-23;2;14;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001745;2020-04-22;21;410;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001746;2020-04-22;3;44;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001747;2020-04-22;69;1004;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001748;2020-04-22;6;170;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001749;2020-04-22;2;47;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001750;2020-04-22;20;190;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001751;2020-04-22;8;24;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001752;2020-04-22;1;8;Guinea Ecuatorial;recovered_cases_africa_ncov_2020-06-16
Recovered-001753;2020-04-22;66;395;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001754;2020-04-22;66;193;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001755;2020-04-22;37;261;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001756;2020-04-22;52;1204;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001757;2020-04-22;7;310;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001758;2020-04-22;4;12;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001759;2020-04-22;65;935;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001760;2020-04-22;4;6;Gambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001761;2020-04-22;19;417;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001762;2020-04-22;4;45;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-001763;2020-04-22;16;73;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001764;2020-04-22;71;183;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001765;2020-04-22;5;398;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001766;2020-04-22;11;253;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001767;2020-04-22;5;21;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001768;2020-04-22;3;41;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-001769;2020-04-22;1;6;Seychelles;recovered_cases_africa_ncov_2020-06-16
Recovered-001770;2020-04-21;27;389;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001771;2020-04-21;37;164;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001772;2020-04-21;13;20;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001773;2020-04-21;22;170;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001774;2020-04-21;9;197;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001775;2020-04-21;10;45;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001776;2020-04-21;1;6;Angola;recovered_cases_africa_ncov_2020-06-16
Recovered-001777;2020-04-21;53;1152;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001778;2020-04-21;4;15;Libia;recovered_cases_africa_ncov_2020-06-16
Recovered-001779;2020-04-21;9;16;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001780;2020-04-21;3;127;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001781;2020-04-21;3;6;Eritrea;recovered_cases_africa_ncov_2020-06-16
Recovered-001782;2020-04-21;4;84;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001783;2020-04-21;49;870;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001784;2020-04-21;3;56;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001785;2020-04-21;16;303;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001786;2020-04-21;34;393;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001787;2020-04-21;2;10;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-001788;2020-04-21;9;359;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001789;2020-04-21;5;127;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001790;2020-04-21;1;57;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001791;2020-04-21;4;4;Burundi;recovered_cases_africa_ncov_2020-06-16
Recovered-001792;2020-04-21;7;242;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001793;2020-04-20;2;41;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001794;2020-04-20;5;362;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001795;2020-04-20;10;112;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001796;2020-04-20;24;329;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001797;2020-04-20;18;188;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001798;2020-04-20;8;35;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001799;2020-04-20;105;148;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-001800;2020-04-20;18;38;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-001801;2020-04-20;7;124;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001802;2020-04-20;27;287;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001803;2020-04-20;152;1055;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001804;2020-04-20;4;80;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001805;2020-04-20;52;1099;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001806;2020-04-20;10;350;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001807;2020-04-20;5;8;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001808;2020-04-20;14;56;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001809;2020-04-20;16;224;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001810;2020-04-20;89;821;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001811;2020-04-20;4;8;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001812;2020-04-20;9;27;Benín;recovered_cases_africa_ncov_2020-06-16
Recovered-001813;2020-04-20;6;6;Sierra Leona;recovered_cases_africa_ncov_2020-06-16
Recovered-001814;2020-04-20;2;35;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001815;2020-04-20;1;53;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001816;2020-04-20;13;340;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001817;2020-04-20;15;235;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001818;2020-04-19;19;357;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001819;2020-04-19;35;122;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001820;2020-04-19;4;170;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001821;2020-04-19;3;7;Guinea Ecuatorial;recovered_cases_africa_ncov_2020-06-16
Recovered-001822;2020-04-19;21;260;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001823;2020-04-19;4;39;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001824;2020-04-19;153;1047;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001825;2020-04-19;5;16;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001826;2020-04-19;4;117;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001827;2020-04-19;7;76;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001828;2020-04-19;31;732;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001829;2020-04-19;5;327;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001830;2020-04-19;26;102;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001831;2020-04-19;7;67;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001832;2020-04-19;1;42;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001833;2020-04-19;28;208;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001834;2020-04-19;3;52;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001835;2020-04-19;8;322;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001836;2020-04-19;9;220;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001837;2020-04-18;22;87;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001838;2020-04-18;17;338;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001839;2020-04-18;4;6;Mauritania;recovered_cases_africa_ncov_2020-06-16
Recovered-001840;2020-04-18;141;305;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001841;2020-04-18;1;27;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001842;2020-04-18;7;166;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001843;2020-04-18;5;10;República Centroafricana;recovered_cases_africa_ncov_2020-06-16
Recovered-001844;2020-04-18;7;41;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001845;2020-04-18;3;3;Malaui;recovered_cases_africa_ncov_2020-06-16
Recovered-001846;2020-04-18;3;113;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001847;2020-04-18;19;239;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001848;2020-04-18;2;35;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001849;2020-04-18;72;180;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001850;2020-04-18;48;894;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001851;2020-04-18;4;69;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001852;2020-04-18;3;3;Eritrea;recovered_cases_africa_ncov_2020-06-16
Recovered-001853;2020-04-18;16;314;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001854;2020-04-18;55;701;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001855;2020-04-18;6;65;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001856;2020-04-18;16;99;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001857;2020-04-18;1;49;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001858;2020-04-18;7;60;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001859;2020-04-18;2;4;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001860;2020-04-18;1;16;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001861;2020-04-18;3;33;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-001862;2020-04-18;13;211;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001863;2020-04-18;17;298;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001864;2020-04-18;2;6;Namibia;recovered_cases_africa_ncov_2020-06-16
Recovered-001865;2020-04-17;27;321;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001866;2020-04-17;1;26;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001867;2020-04-17;7;159;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001868;2020-04-17;5;65;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001869;2020-04-17;27;108;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001870;2020-04-17;1;7;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001871;2020-04-17;5;110;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001872;2020-04-17;27;220;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001873;2020-04-17;3;76;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001874;2020-04-17;3;8;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-001875;2020-04-17;8;281;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001876;2020-04-17;63;846;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001877;2020-04-17;10;59;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001878;2020-04-17;50;646;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001879;2020-04-17;10;152;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001880;2020-04-17;3;7;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001881;2020-04-17;3;48;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001882;2020-04-17;4;198;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001883;2020-04-17;24;273;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001884;2020-04-17;10;142;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001885;2020-04-16;37;294;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001886;2020-04-16;30;81;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001887;2020-04-16;1;2;Zimbabue;recovered_cases_africa_ncov_2020-06-16
Recovered-001888;2020-04-16;2;25;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001889;2020-04-16;31;257;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001890;2020-04-16;1;3;Sudán;recovered_cases_africa_ncov_2020-06-16
Recovered-001891;2020-04-16;4;132;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001892;2020-04-16;4;33;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001893;2020-04-16;1;5;República Centroafricana;recovered_cases_africa_ncov_2020-06-16
Recovered-001894;2020-04-16;6;60;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001895;2020-04-16;1;6;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001896;2020-04-16;47;193;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001897;2020-04-16;8;105;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001898;2020-04-16;2;164;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001899;2020-04-16;493;903;Sudáfrica;recovered_cases_africa_ncov_2020-06-16
Recovered-001900;2020-04-16;75;783;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001901;2020-04-16;43;596;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001902;2020-04-16;2;249;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001903;2020-04-16;2;73;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001904;2020-04-16;3;5;Seychelles;recovered_cases_africa_ncov_2020-06-16
Recovered-001905;2020-04-16;12;20;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-001906;2020-04-16;10;45;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001907;2020-04-16;4;194;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001908;2020-04-16;18;247;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001909;2020-04-16;2;11;Libia;recovered_cases_africa_ncov_2020-06-16
Recovered-001910;2020-04-16;1;4;Namibia;recovered_cases_africa_ncov_2020-06-16
Recovered-001911;2020-04-15;1;4;Guinea Ecuatorial;recovered_cases_africa_ncov_2020-06-16
Recovered-001912;2020-04-15;8;49;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001913;2020-04-15;66;83;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001914;2020-04-15;29;128;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001915;2020-04-15;2;23;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001916;2020-04-15;4;11;Tanzania;recovered_cases_africa_ncov_2020-06-16
Recovered-001917;2020-04-15;7;97;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001918;2020-04-15;32;146;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001919;2020-04-15;17;708;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001920;2020-04-15;3;5;Chad;recovered_cases_africa_ncov_2020-06-16
Recovered-001921;2020-04-15;39;553;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001922;2020-04-15;6;29;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001923;2020-04-15;5;54;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001924;2020-04-15;11;229;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001925;2020-04-15;3;35;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001926;2020-04-15;18;71;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001927;2020-04-15;12;53;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001928;2020-04-15;1;218;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001929;2020-04-15;7;190;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001930;2020-04-15;1;15;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001931;2020-04-14;49;226;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001932;2020-04-14;10;41;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001933;2020-04-14;1;21;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001934;2020-04-14;2;23;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001935;2020-04-14;1;5;Angola;recovered_cases_africa_ncov_2020-06-16
Recovered-001936;2020-04-14;1;11;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001937;2020-04-14;9;51;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001938;2020-04-14;90;691;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001939;2020-04-14;8;99;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001940;2020-04-14;1;1;Zimbabue;recovered_cases_africa_ncov_2020-06-16
Recovered-001941;2020-04-14;4;90;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001942;2020-04-14;32;162;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001943;2020-04-14;4;5;Gabón;recovered_cases_africa_ncov_2020-06-16
Recovered-001944;2020-04-14;25;114;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001945;2020-04-14;2;2;Seychelles;recovered_cases_africa_ncov_2020-06-16
Recovered-001946;2020-04-14;8;34;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001947;2020-04-14;13;17;Ghana;recovered_cases_africa_ncov_2020-06-16
Recovered-001948;2020-04-14;12;53;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001949;2020-04-14;7;217;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001950;2020-04-14;3;32;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-001951;2020-04-14;7;49;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001952;2020-04-14;26;514;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001953;2020-04-14;1;21;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001954;2020-04-14;13;18;Benín;recovered_cases_africa_ncov_2020-06-16
Recovered-001955;2020-04-14;1;8;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-001956;2020-04-14;1;41;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001957;2020-04-14;5;183;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001958;2020-04-14;7;210;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001959;2020-04-13;7;177;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001960;2020-04-13;11;86;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001961;2020-04-13;17;42;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001962;2020-04-13;3;3;Guinea-Bisáu;recovered_cases_africa_ncov_2020-06-16
Recovered-001963;2020-04-13;14;31;Guinea;recovered_cases_africa_ncov_2020-06-16
Recovered-001964;2020-04-13;3;20;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001965;2020-04-13;32;130;Camerún;recovered_cases_africa_ncov_2020-06-16
Recovered-001966;2020-04-13;2;10;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001967;2020-04-13;4;89;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001968;2020-04-13;5;91;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001969;2020-04-13;1;86;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001970;2020-04-13;1;26;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001971;2020-04-13;1;2;Mozambique;recovered_cases_africa_ncov_2020-06-16
Recovered-001972;2020-04-13;10;601;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001973;2020-04-13;41;488;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001974;2020-04-13;7;203;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001975;2020-04-13;1;9;Libia;recovered_cases_africa_ncov_2020-06-16
Recovered-001976;2020-04-13;5;41;Yibuti;recovered_cases_africa_ncov_2020-06-16
Recovered-001977;2020-04-13;1;8;Suazilandia;recovered_cases_africa_ncov_2020-06-16
Recovered-001978;2020-04-13;15;40;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-001979;2020-04-13;4;14;Etiopía;recovered_cases_africa_ncov_2020-06-16
Recovered-001980;2020-04-13;7;178;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-001981;2020-04-13;19;196;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001982;2020-04-12;9;170;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-001983;2020-04-12;2;7;Tanzania;recovered_cases_africa_ncov_2020-06-16
Recovered-001984;2020-04-12;1;17;República Democrática del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001985;2020-04-12;27;85;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-001986;2020-04-12;15;85;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-001987;2020-04-12;3;8;República del Congo;recovered_cases_africa_ncov_2020-06-16
Recovered-001988;2020-04-12;25;75;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-001989;2020-04-12;1;2;Somalia;recovered_cases_africa_ncov_2020-06-16
Recovered-001990;2020-04-12;21;447;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-001991;2020-04-12;4;7;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-001992;2020-04-12;7;25;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-001993;2020-04-12;24;177;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-001994;2020-04-12;14;42;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-001995;2020-04-12;3;25;Mali;recovered_cases_africa_ncov_2020-06-16
Recovered-001996;2020-04-12;131;591;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-001997;2020-04-12;9;20;Madagascar;recovered_cases_africa_ncov_2020-06-16
Recovered-001998;2020-04-12;1;4;Liberia;recovered_cases_africa_ncov_2020-06-16
Recovered-001999;2020-04-12;4;29;Togo;recovered_cases_africa_ncov_2020-06-16
Recovered-002000;2020-04-12;1;25;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-002001;2020-04-12;2;30;Zambia;recovered_cases_africa_ncov_2020-06-16
Recovered-002002;2020-04-12;7;153;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-002003;2020-04-12;19;171;Senegal;recovered_cases_africa_ncov_2020-06-16
Recovered-002004;2020-04-11;6;161;Burkina Faso;recovered_cases_africa_ncov_2020-06-16
Recovered-002005;2020-04-11;2;4;Angola;recovered_cases_africa_ncov_2020-06-16
Recovered-002006;2020-04-11;12;70;Nigeria;recovered_cases_africa_ncov_2020-06-16
Recovered-002007;2020-04-11;4;58;Costa de Marfil;recovered_cases_africa_ncov_2020-06-16
Recovered-002008;2020-04-11;5;28;Mauricio;recovered_cases_africa_ncov_2020-06-16
Recovered-002009;2020-04-11;9;50;Níger;recovered_cases_africa_ncov_2020-06-16
Recovered-002010;2020-04-11;42;426;Egipto;recovered_cases_africa_ncov_2020-06-16
Recovered-002011;2020-04-11;11;18;Ruanda;recovered_cases_africa_ncov_2020-06-16
Recovered-002012;2020-04-11;5;146;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-002013;2020-04-11;55;460;Argelia;recovered_cases_africa_ncov_2020-06-16
Recovered-002014;2020-04-11;18;43;Túnez;recovered_cases_africa_ncov_2020-06-16
Recovered-002015;2020-04-11;3;3;Uganda;recovered_cases_africa_ncov_2020-06-16
Recovered-002016;2020-04-11;2;24;Kenia;recovered_cases_africa_ncov_2020-06-16
Recovered-002017;2020-04-11;19;141;Marruecos;recovered_cases_africa_ncov_2020-06-16
Recovered-002018;2020-04-11;3;28;Zambia;recovered_cases_africa_ncov_2020-06-16
